001431c0461293bc95c9b0a28b29dc41e18cdb82c962,2499990000,bc1qx8qyvy5nhj2unv9z3v5acs0p3ndc9jtzz2tpqt
76a9148b2395f63362a6cd541e41b480b5a35f47c88ba088ac,2500000000,1DghZD5oQJ16BL2Bhh8Z3woMTjWSZ9ypvC
0014ebf18c60a8d986a27bd92a79806eb13933353dbf,2499990000,bc1qa0cccc9gmxr2y77e9fucqm438yen20dl44cf5t
76a9145db71309d20bb31862a4c17bfd7c5498cb31134788ac,2500000000,19YXA55h4MbYh1yC4LwYgpGhq75AYhuvG4
0014f8a3380be6f98ebc3230d5b438fcc5c1a371136b,2499990000,bc1qlz3nszlxlx8tcv3s6k6r3lx9cx3hzymtc9269e
76a914d97ce7135b70147f6fa92caf9d1e0c208c0d929288ac,2500000000,1LpyG1rUxQSXYdDMxgdGhVkRVgveq3oS8c
0014ad3637e9cc809894b3f54f28b276ca6cccb6458e,2499990000,bc1q45mr06wvszvffvl4fu5tyak2dnxtv3vwtd32c8
76a914f091048ba07ae9b5fc565096708f601d8b16243288ac,2500000000,1Nvzu3srWQJR8KmtMveNojyznbFK48FjTx
0014160db6d0dca307eff6a21d34fb84de2cb9a1886f,2499990000,bc1qzcxmd5xu5vr7la4zr560hpx79ju6rzr05zzlav
76a914baf205e31195d5c6aa1004689325c41f1680662788ac,2500000000,1J3UcjWudKtanz2aRsEi3eaosv74fiAURz
001477794e125193e8656801c5dbe7e63e9bdcad3e31,2499990000,bc1qwau5uyj3j05x26qpchd70e37n0w26033erz75d
76a9144944bb6fc79f0ecc520c61e17f1032c3bdcec99d88ac,2500000000,17gQfbjRZrXE96B63jEt7te657D3kCSHtD
001416d0aec747d28f7b48460326a52c42d3799d6ee2,2499990000,bc1qzmg2a368628hkjzxqvn22tzz6due6mhz6r9e32
76a914aba1c36c24bd7d6f04025fd9940aa215daf8dcb488ac,2500000000,1GeWLKVpyPsMDEnQCXpoG5VRi3GUcb52Cw
00143f01e09bb67d73c0da1758a9bb130d5f21b729fb,2499990000,bc1q8uq7pxak04eupkshtz5mkycdtusmw20mm0u63y
76a91406af9ce8c6e92b0bca2403d47220d9f8e1bff95488ac,2500000000,1cMRxAMGNSBxXH6NPUmqz1tsPY659dxR8
001480f1bc14ec81b2ed447521cc00cd6b1e79660adc,2499990000,bc1qsrcmc98vsxew63r4y8xqpnttreukvzkuaxfsuh
76a914c6ca18a0afd1f515535644b32be1fbdf0fb8df4188ac,2500000000,1K86tscmSLNN5iZaDdA2pT1xW7xNrd35BF
001406981129cc902deec79200ca4b15be6b4f60c3af,2499990000,bc1qq6vpz2wvjqk7a3ujqr9yk9d7dd8kpsa0d79nuy
76a91446a498aceec70af4ff3beae06f323b2f5720c0e088ac,2500000000,17SXUna8s5kYNn99694tMcDWHQqDqoDP2P
00144eba1845d7eef59d3daf32eba5915d6f762e51b0,2499990000,bc1qf6aps3wham6e60d0xt46ty2adamzu5dsjdr6rh
76a9143339741296f70a27488835e43212ca8b8dfbe52b88ac,2500000000,15frHiYBzouzegYc8tow1Vh732i7EL8mw2
001490ac5f2530b64447c568961686e73a274da188fe,2499990000,bc1qjzk97ffskezy03tgjctgdee6yax6rz8725klf5
76a91473ce988b3fb3711a1269685e0c50441f70318c7f88ac,2500000000,1BZLCbRde53mRPoymTEoZJ4xq6BFnfkkTj
0014edae0bc4d6e8886d21d51db6b2e5a532eed02065,2499990000,bc1qakhqh3xkazyx6gw4rkmt9ed9xthdqgr90cxa40
76a91487837ebedc39475ffea965c4575648c8a0a7516988ac,5000090000,1DMXkLY3GTro64xspjg922pmZCGEJ6y24Q
76a914818821a29d3f794e32224a3dbef3de9bc0fe9a3288ac,2500000000,1CouFKc1LMS623M8gnJw6p3LDgGcqBNdnn
0014deec32459f3202e1fffba11c0f34894d40388158,2499990000,bc1qmmkry3vlxgpwrllm5ywq7dyff4qr3q2cyhezye
76a9145007965166ba458c169af0411cee55f0750d7b8588ac,2500000000,18JA9WkSUij3GYxwgoBsu9QJ9roFcTibzQ
001439b1128ba14de34fc43fd7c3505d29f549f88f64,2499990000,bc1q8xc39zapfh35l3pl6lp4qhff74yl3rmylxekv7
76a9149c31e44888465f9576c0615836b1d1ea2a25b00d88ac,2500000000,1FEtBTuMpEEKpPecv7opzADgusfY5xdgeX
0014f600d3280a7bf6931c43363534e3163d674ca519,2499990000,bc1q7cqdx2q200mfx8zrxc6nfcck84n5efge4fmnua
76a914b14af294842213b815d343396767fc9a39fdc89288ac,2500000000,1HASPQNqcRW5U2dN3iKogHNW7GWGdfhDAU
0014c2e7695aa5637f3c360819d249b9ec595c2bd6d2,2499990000,bc1qctnkjk49vdlncdsgr8fynw0vt9wzh4kjtdcl72
76a91453d8d3604432a501a232de6928769afe3224e88f88ac,2500000000,18eLqEcvRfMF1ot1qVjL8n6BKJ5EL7Q2Mr
0014eb53f77048acd61a6c62e8e9bf701161320dd9bc,2499990000,bc1qadflwuzg4ntp5mrzar5m7uq3vyeqmkduq7lawq
76a914af1e635ea3687c0391de7892b056e54b687671f588ac,2500015000,1GxweyfGDwEwTyGs3UAJRf3gE1kqgyr4La
00145bf20bc58ee873e1657a82420f48a26ab18e424c,2500005000,bc1qt0eqh3vwape7zet6sfpq7j9zd2ccusjv5mts4m
76a914bb15194939e6b443b014190bd1b3a75b4e7e84b988ac,2500015000,1J4CdqmNrCkry9WhyV1qAkBroatKAgQ5wQ
0014715abd96483e5cafb548f8ed2a94c9cbebff4af7,2500005000,bc1qw9dtm9jg8ew2ld2glrkj49xfe04l7jhhc60ctq
